"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","CodCuenta","Codigo","Descripcion","Notas","CentroConsumo","sys_recver","sys_deleted","sys_lock","uf_limefectivo","uf_lime_vntadic","uf_lime_aviso","uf_lime_alerta","uf_lime_pkprimerventa","uf_corte_req","uf_horacorte1","uf_horacorte2","uf_horacorte3","uf_horacorte4","uf_horacorte5","uf_cortereq_vntadic","uf_lim_vntliber"
"1","2017-10-06 06:01:55","3FDC8215710943D1B75E63F491958CD4","2008-01-28 01:20:58",\N,\N,"0","2008-01-28 01:20:58",\N,\N,"0001","Caja predeterminada",\N,"1","0",\N,\N,"0.00000000","0","0.00000000","Es necesario realizar un retiro de efectivo para continuar con las operaciones de venta.",\N,\N,"17:11:47","17:11:47","17:11:47","17:11:47","17:11:47","0","0"
